Repository Full Name,Passed Check Count,Failed Check Count,Passed Checks,Failed Checks,Check Date
rezen/zap-lambda,12,13,AVD-AWS-0030;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0030,AVD-AWS-0031;AVD-AWS-0033;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0066;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0031;AVD-AWS-0033,2023-12-04 17:20:25.382859
nulib/meadow,149,117,AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0029;AVD-AWS-0054;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0143;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0177;AVD-AWS-0180;AVD-AWS-0082;AVD-AWS-0077;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135;AVD-AWS-0135,AVD-AWS-0010;AVD-AWS-0011;AVD-AWS-0012;AVD-AWS-0013;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0131;AVD-AWS-0028;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0034;AVD-AWS-0053;AVD-AWS-0052;AVD-AWS-0047;AVD-AWS-0123;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0143;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0176;AVD-AWS-0133;AVD-AWS-0080;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0096;AVD-AWS-0098,2023-12-04 17:20:37.841615
alphagov/tech-ops,3,16,AVD-AWS-0092;AVD-AWS-0057;AVD-AWS-0057,AVD-AWS-0014;AVD-AWS-0015;AVD-AWS-0016;AVD-AWS-0162;AVD-AWS-0017;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0057;AVD-AWS-0057,2023-12-04 17:20:41.943112
ConsenSys/starknet-snap,0,0,,,2023-12-04 17:20:56.349115
ajaen4/terraform-databricks-aws,177,44,AVD-AWS-0017;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0065;AVD-AWS-0065;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0094,AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0102;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0105;AVD-AWS-0164;AVD-AWS-0178;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0090,2023-12-04 17:20:58.898243
cicdenv/cicdenv,52,33,AVD-AWS-0090;AVD-AWS-0092;AVD-AWS-0015;AVD-AWS-0015;AVD-AWS-0016;AVD-AWS-0016;AVD-AWS-0162;AVD-AWS-0162;AVD-AWS-0161;AVD-AWS-0161;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0065;AVD-AWS-0090;AVD-AWS-0092;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0107;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057,AVD-AWS-0065;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0014;AVD-AWS-0014;AVD-AWS-0163;AVD-AWS-0163;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0023;AVD-AWS-0024;AVD-AWS-0025;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0065;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0107;AVD-AWS-0178,2023-12-04 17:21:01.857129
cloudposse/terraform-aws-kops-state-backend,8,2,AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0090;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0094,AVD-AWS-0089;AVD-AWS-0132,2023-12-04 17:21:05.881138
LeoneGarage/terraform,24,8,AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0094,AVD-AWS-0164;AVD-AWS-0178;AVD-AWS-0065;AVD-AWS-0065;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132,2023-12-04 17:21:11.624810
aws-samples/aws-cicd-patch-management-terraform,44,20,AVD-AWS-0018;AVD-AWS-0018;AVD-AWS-0018;AVD-AWS-0018;AVD-AWS-0018;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0136,AVD-AWS-0017;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0095,2023-12-04 17:21:13.737362
galexrt/elasticsearch-operator,2,14,AVD-AWS-0099;AVD-AWS-0092,AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0178;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094,2023-12-04 17:21:20.950821
slalom-london/k8s-tutorial,10,16,AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0143;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0092;AVD-AWS-0092,AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094,2023-12-04 17:21:28.331567
szwojtkowski/aws-step-functions-terraform,5,13,AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0092,AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0066;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094,2023-12-04 17:21:30.217022
nexthink-oss/terraform-aws-cloudtrail-s3-to-kinesis,6,1,AVD-AWS-0064;AVD-AWS-0065;AVD-AWS-0066;AVD-AWS-0067;AVD-AWS-0095;AVD-AWS-0136,AVD-AWS-0017,2023-12-04 17:21:32.590161
NHSDigital/spine-core-aws-common,37,0,AVD-AWS-0014;AVD-AWS-0015;AVD-AWS-0016;AVD-AWS-0162;AVD-AWS-0161;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0017;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0065;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094,,2023-12-04 17:21:35.107223
stellar/java-stellar-anchor-sdk,24,51,AVD-AWS-0018;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0164;AVD-AWS-0030;AVD-AWS-0035;AVD-AWS-0035;AVD-AWS-0035;AVD-AWS-0053;AVD-AWS-0054;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0047;AVD-AWS-0057;AVD-AWS-0092;AVD-AWS-0135,AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0099;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0104;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0164;AVD-AWS-0178;AVD-AWS-0031;AVD-AWS-0033;AVD-AWS-0034;AVD-AWS-0034;AVD-AWS-0053;AVD-AWS-0052;AVD-AWS-0052;AVD-AWS-0054;AVD-AWS-0047;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0096,2023-12-04 17:21:42.186318
dvargas92495/roamjs-static-site,31,48,AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0092;AVD-AWS-0092;AVD-AWS-0136,AVD-AWS-0023;AVD-AWS-0024;AVD-AWS-0025;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0086;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0088;AVD-AWS-0089;AVD-AWS-0089;AVD-AWS-0090;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0091;AVD-AWS-0093;AVD-AWS-0093;AVD-AWS-0094;AVD-AWS-0094;AVD-AWS-0095,2023-12-04 17:21:50.490219
aws-samples/aws-waf-automation-terraform-samples,33,2,AVD-AWS-0001;AVD-AWS-0190;AVD-AWS-0003;AVD-AWS-0017;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0057;AVD-AWS-0065;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0066;AVD-AWS-0067;AVD-AWS-0067;AVD-AWS-0086;AVD-AWS-0087;AVD-AWS-0088;AVD-AWS-0090;AVD-AWS-0132;AVD-AWS-0091;AVD-AWS-0092;AVD-AWS-0093;AVD-AWS-0094,AVD-AWS-0002;AVD-AWS-0089,2023-12-04 17:21:53.570980
