Repository Full Name,Passed Check Count,Failed Check Count,Passed Checks,Failed Checks,Check Date
ine-labs/GCPGoat,26,24,AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002,AVD-GCP-0045;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0033;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0001;AVD-GCP-0001;AVD-GCP-0001;AVD-GCP-0001,2023-12-06 16:19:55.698301
terraform-google-modules/terraform-google-sql-db,104,96,AVD-GCP-0015;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0026;AVD-GCP-0001;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0026;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0015;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0001;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0018;AVD-GCP-0018;AVD-GCP-0018;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0021;AVD-GCP-0021;AVD-GCP-0021;AVD-GCP-0015;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0015;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0001;AVD-GCP-0015;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0001;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003,AVD-GCP-0024;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0014;AVD-GCP-0014;AVD-GCP-0014;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0025;AVD-GCP-0025;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0016;AVD-GCP-0016;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0022;AVD-GCP-0022;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0020;AVD-GCP-0020;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0017;AVD-GCP-0011,2023-12-06 16:20:02.686768
GoogleCloudPlatform/gcpdiag,0,0,,,2023-12-06 16:20:12.584780
input-output-hk/hydra,8,23,AVD-AWS-0164;AVD-AWS-0029;AVD-AWS-0057;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032,AVD-AWS-0017;AVD-AWS-0099;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0124;AVD-AWS-0131;AVD-AWS-0131;AVD-AWS-0028;AVD-AWS-0104;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0107;AVD-AWS-0178;AVD-AWS-0057;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0033,2023-12-06 16:20:28.182333
googlecloudrobotics/core,52,11,AVD-GCP-0012;AVD-GCP-0049;AVD-GCP-0060;AVD-GCP-0052;AVD-GCP-0064;AVD-GCP-0057;AVD-GCP-0057;AVD-GCP-0054;AVD-GCP-0055;AVD-GCP-0062;AVD-GCP-0050;AVD-GCP-0050;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002,AVD-GCP-0013;AVD-GCP-0063;AVD-GCP-0058;AVD-GCP-0061;AVD-GCP-0056;AVD-GCP-0059;AVD-GCP-0047;AVD-GCP-0048;AVD-GCP-0054;AVD-GCP-0051;AVD-GCP-0066,2023-12-06 16:20:33.556952
cloudfoundry/bosh-bootloader,0,0,,,2023-12-06 16:20:40.230475
terraform-google-modules/terraform-docs-samples,395,506,AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0065;AVD-GCP-0012;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0065;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0024;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0026;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0018;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0021;AVD-GCP-0016;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0018;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0021;AVD-GCP-0018;AVD-GCP-0021;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0042;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0042;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0013;AVD-GCP-0012;AVD-GCP-0012;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0031;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0037;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0026;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0037;AVD-GCP-0044;AVD-GCP-0043;AVD-GCP-0036;AVD-GCP-0032;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0002;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0006;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0003;AVD-GCP-0002,AVD-GCP-0013;AVD-GCP-0066;AVD-GCP-0001;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0014;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0014;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0025;AVD-GCP-0016;AVD-GCP-0022;AVD-GCP-0020;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0015;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0017;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0023;AVD-GCP-0019;AVD-GCP-0017;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0029;AVD-GCP-0066;AVD-GCP-0034;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0033;AVD-GCP-0034;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0013;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0013;AVD-GCP-0013;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0001;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0001;AVD-GCP-0001;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0033;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0027;AVD-GCP-0027;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0033;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0066;AVD-GCP-0045;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0033;AVD-GCP-0024;AVD-GCP-0015;AVD-GCP-0017;AVD-GCP-0011;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0002;AVD-GCP-0011;AVD-GCP-0011;AVD-GCP-0029;AVD-GCP-0011;AVD-GCP-0045;AVD-GCP-0041;AVD-GCP-0029;AVD-GCP-0030;AVD-GCP-0027;AVD-GCP-0031;AVD-GCP-0033;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0066;AVD-GCP-0001;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0066;AVD-GCP-0002;AVD-GCP-0066;AVD-GCP-0027;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0029;AVD-GCP-0029,2023-12-06 16:20:44.564257
