Repository Full Name,Repository Description,Star Count,Fork Count,Repository Licence,Main Language,Language Repartition
rafikzoubli/Azure-Terraform,,0,0,NO LICENSE,HCL,"{'HCL': 86.66, 'Shell': 10.23, 'Smarty': 3.11}"
arand18/TerraForm,Learning terraform ,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Contrast-Security-OSS/demo-petclinic,,1,6,NO LICENSE,TypeScript,"{'TypeScript': 49.85, 'HCL': 41.97, 'Dockerfile': 4.07, 'Shell': 2.28, 'Python': 1.84}"
azurenoops/terraform-azurerm-overlays-virtualwan,Terraform module composition to create Virtual Wan Network based on the Microsoft Azure VWan Architecture using with the Azure NoOps Accelerator.,0,0,MIT License,HCL,{'HCL': 100.0}
electrotechnik/mlops_demo_repo_04_02,,0,0,MIT License,Python,"{'Python': 70.48, 'Jupyter Notebook': 22.92, 'Shell': 3.73, 'HCL': 1.89, 'R': 0.51, 'Dockerfile': 0.47}"
dharrilal/ModifiedALZ,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
chkp-idoh/demo-app,,0,0,NO LICENSE,HCL,"{'HCL': 94.95, 'Shell': 2.28, 'Python': 1.67, 'JavaScript': 0.62, 'PowerShell': 0.4, 'Dockerfile': 0.06, 'PHP': 0.02}"
jaredthivener/Azure-Terraform,Azure Terraform Projects,0,0,NO LICENSE,HCL,"{'HCL': 88.33, 'Shell': 7.41, 'Smarty': 4.27}"
markti/azure-vpn-udmp,Connect a UniFi Dream Machine Pro to an Azure Virtual Network using S2S Connectivity,1,0,NO LICENSE,HCL,{'HCL': 100.0}
tina-hoeflich/DevOps-Projekt-Semester-5-,,0,0,Apache License 2.0,HTML,"{'HTML': 45.37, 'Python': 35.81, 'HCL': 18.83}"
Azure/terraform-azurerm-caf-enterprise-scale,Azure landing zones Terraform module,413,297,MIT License,HCL,"{'HCL': 83.12, 'Open Policy Agent': 8.01, 'Shell': 3.84, 'PowerShell': 3.41, 'Go': 1.32, 'Makefile': 0.31}"
VinayTalla20/Terraform-projects,,0,0,NO LICENSE,HCL,"{'HCL': 91.66, 'Shell': 6.9, 'Smarty': 1.44}"
knoldus/terratesting_azure_aks,In this techhub we can test our terraform aks cluster using terratest,0,0,NO LICENSE,Go,"{'Go': 71.03, 'HCL': 28.97}"
karim-belhadjali/karim-belhadjali-costum-terraform-module,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
moarychan/sca-property-source,,0,0,NO LICENSE,HCL,"{'HCL': 74.1, 'Java': 19.2, 'PowerShell': 3.35, 'Shell': 3.35}"
ricardoccosta-devops/iac_terraform,Arquivo de Terraform para Deploy de INFRAESTRUTURA as CODE (IaC),0,0,NO LICENSE,HCL,{'HCL': 100.0}
khaledakk/terraform-azure-module,khaled-costum-terraform-module,0,0,NO LICENSE,HCL,{'HCL': 100.0}
devraaka/test,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
LakshmiKondeti/terraform-azurerm-staticwebsitepublic,Terraform Modules to be shared in Terraform Public Registry,0,0,Apache License 2.0,HCL,{'HCL': 100.0}
Tietokilta/infra,Terraform IaC for all TiK services,0,1,NO LICENSE,HCL,{'HCL': 100.0}
clouddrove/terraform-azure-load-balancer,,0,1,Apache License 2.0,HCL,"{'HCL': 93.57, 'Go': 5.99, 'Makefile': 0.45}"
hashicorp-demo-lab/azure-migration,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
chboudry/aml-secure-terraform,,0,0,The Unlicense,HCL,"{'HCL': 81.79, 'Jupyter Notebook': 16.83, 'Python': 1.38}"
jasonmauss/TerraformAzure,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
bhuwanonline/Ensuring-Quality-Releases,,0,0,Other,JavaScript,"{'JavaScript': 36.79, 'HTML': 34.28, 'HCL': 16.9, 'CSS': 5.25, 'Python': 4.98, 'Shell': 1.6, 'ASP.NET': 0.21}"
jyotsnadandela/terraform-azure-mystorage,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
sghodela1/application-gateway,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
cloudstateu/internal-k8s-workshops,,0,0,NO LICENSE,JavaScript,"{'JavaScript': 41.77, 'HCL': 30.77, 'Dockerfile': 11.58, 'CSS': 7.45, 'Pug': 4.51, 'HTML': 2.93, 'PHP': 0.99}"
MoeinT/Terraforming-Azure,,0,0,MIT License,Python,"{'Python': 52.51, 'HCL': 47.49}"
claranet/terraform-azurerm-alerting,Terraform module for Azure Alerting,0,10,Apache License 2.0,HCL,{'HCL': 100.0}
nareshr183/github-terraform,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
skenderidis/stress-test,,0,0,NO LICENSE,HCL,"{'HCL': 67.09, 'Shell': 28.26, 'Jinja': 4.65}"
ivee-tech/az-infra,,0,0,MIT License,PowerShell,"{'PowerShell': 69.65, 'Bicep': 6.79, 'HCL': 5.8, 'Shell': 5.01, 'Dockerfile': 4.22, 'Makefile': 2.95, 'Python': 1.97, 'C#': 1.75, 'HTML': 1.52, 'CSS': 0.28, 'JavaScript': 0.05, 'PHP': 0.02}"
mwiget/f5xc-vela,,0,0,NO LICENSE,HCL,"{'HCL': 90.0, 'Shell': 10.0}"
CPS-Innovation/Polaris,,1,0,MIT License,C#,"{'C#': 51.13, 'TypeScript': 26.53, 'HCL': 10.79, 'Smarty': 5.42, 'JavaScript': 4.94, 'SCSS': 0.8, 'CSS': 0.19, 'Shell': 0.11, 'HTML': 0.09}"
arjunachari12/azure--web-app-linux,,0,3,NO LICENSE,HCL,{'HCL': 100.0}
gmanniv0073/webappstarter,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Pedroasmaia/PlanModuleTerraform,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ssc-sp/datahub-resource-modules,,0,0,NO LICENSE,HCL,"{'HCL': 80.08, 'PowerShell': 19.92}"
hmcts/cvp-audio-ingress,,0,4,MIT License,Smarty,"{'Smarty': 57.33, 'HCL': 39.32, 'PowerShell': 3.35}"
ManpreetKaur1526/practicereleaserepo3,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
dharrilal/01-Custom-Enterprise-Scale,Custom Enterprise-Scale,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Mahesh6111/wbtestrepo2,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
azurenoops/terraform-azurerm-overlays-resource-group,Terraform module for Azure Resource Group to be used with the Azure NoOps Accelerator,0,0,MIT License,HCL,{'HCL': 100.0}
xNazim/terraform-cloud,infrastructure in tf cloud,0,0,NO LICENSE,HCL,{'HCL': 100.0}
qman-being/terraform-azure,Collection of Terraform modules for Azure,0,0,MIT License,HCL,{'HCL': 100.0}
iurietopor/azure-with-terraform,Some begging hand-on experience,0,0,NO LICENSE,HCL,{'HCL': 100.0}
rogerio-tecinfo/vms,,0,0,NO LICENSE,HCL,"{'HCL': 99.26, 'PowerShell': 0.74}"
dritongorani/simplon,,0,0,NO LICENSE,Shell,"{'Shell': 64.83, 'HCL': 30.86, 'HTML': 3.49, 'PowerShell': 0.82}"
antrusd/ansible-wildfly-windows,Ansible Playbooks to deploy WildFly to Windows,0,3,NO LICENSE,HCL,{'HCL': 100.0}
Contrast-Security-OSS/demo-railsgoat,,0,0,MIT License,HTML,"{'HTML': 51.95, 'JavaScript': 22.75, 'Ruby': 13.92, 'SCSS': 6.88, 'CSS': 3.54, 'HCL': 0.53, 'Dockerfile': 0.29, 'Shell': 0.08, 'CoffeeScript': 0.04, 'Python': 0.02, 'Procfile': 0.01}"
jWatsonDev/2022-savage-intellectual,,0,0,NO LICENSE,TypeScript,"{'TypeScript': 62.38, 'SCSS': 14.67, 'HTML': 10.83, 'HCL': 6.98, 'JavaScript': 5.14}"
policyoftruth/terragrunt-azure,,0,0,MIT License,HCL,"{'HCL': 96.3, 'Shell': 3.7}"
Swathi-Vijai/poc-fail-test,,0,0,NO LICENSE,Go,"{'Go': 63.5, 'HCL': 36.5}"
zpirzada/terraform_az_resgroup,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
pekalam/auctionhouse,"Web auction platform implemented with CQRS and event sourcing patterns Built with ASP.NET Core, Angular 8, SQL Server, MongoDB. Containerized and tested.",7,4,NO LICENSE,C#,"{'C#': 64.53, 'TypeScript': 10.63, 'CSS': 6.89, 'TSQL': 5.0, 'HTML': 3.39, 'JavaScript': 2.43, 'SCSS': 2.41, 'Shell': 1.79, 'Dockerfile': 1.22, 'HCL': 0.73, 'PowerShell': 0.61, 'Handlebars': 0.37}"
Denolle-Lab/azure,trying out azure for winter incubator 2022 ,0,2,MIT License,HCL,"{'HCL': 96.0, 'Shell': 4.0}"
FelixAnna/keep-hands-on,,2,0,NO LICENSE,C#,"{'C#': 30.23, 'JavaScript': 17.72, 'CSS': 17.17, 'HTML': 8.53, 'Go': 7.97, 'Dart': 6.74, 'HCL': 2.82, 'Java': 2.35, 'C++': 1.98, 'Shell': 1.62, 'CMake': 1.33, 'Dockerfile': 0.95, 'Ruby': 0.21, 'TSQL': 0.14, 'Swift': 0.12, 'C': 0.11, 'Kotlin': 0.01, 'Objective-C': 0.0}"
rhamza97/terraform-nouhaila-roua-custom-module,Custom Terraform Module TP4,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ibersanoMS/terraform-azure-template,Template repository with Terraform file structure and workflows to validate and deploy infrastructure,0,0,MIT License,HCL,{'HCL': 100.0}
sddev12/MetarGrab,Grabs airport METARs for use with Flight Simulators,0,0,NO LICENSE,TypeScript,"{'TypeScript': 71.1, 'CSS': 14.02, 'Dockerfile': 8.95, 'HCL': 4.93, 'JavaScript': 1.0}"
azurenoops/terraform-module-overlays-template,Terraform module template for creating Azure NoOps Accelerator modules,0,0,MIT License,HCL,{'HCL': 100.0}
Azure/mlops-v2-cv-demo,A prebuilt Computer Vision project using the MLOps V2 Solution Accelerator,0,0,MIT License,Python,"{'Python': 78.52, 'HCL': 19.51, 'Dockerfile': 1.97}"
dlminvestments/dlm--infrastructure-pipeline,,0,0,NO LICENSE,Go,"{'Go': 82.93, 'HCL': 11.74, 'Shell': 4.35, 'Makefile': 0.99}"
Baptiste-exakis/b7,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
tpeterson66/terraform-azurerm-network,Terraform module repo for azure networking resources,1,3,NO LICENSE,HCL,"{'HCL': 78.91, 'Smarty': 20.9, 'Python': 0.19}"
Accurate0/infrastructure,terraform,0,0,MIT License,HCL,"{'HCL': 99.76, 'Dockerfile': 0.13, 'HTML': 0.1}"
Swathi-Vijai/infra-checkov-terratest,,0,0,NO LICENSE,Go,"{'Go': 64.0, 'HCL': 36.0}"
juanma-dominguez/azure-terraform,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
DFE-Digital/terraform-azurerm-container-apps-hosting,Azure Container Apps Hosting terraform module,0,1,MIT License,HCL,"{'HCL': 96.34, 'Shell': 3.48, 'HTML': 0.12, 'Ruby': 0.07}"
paka86/azure-workshop,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
zpirzada/terraform_azure,,0,0,Other,HCL,{'HCL': 100.0}
HoneyBunny0/VirtuaAI,Projet PFEE,0,0,NO LICENSE,Jupyter Notebook,"{'Jupyter Notebook': 99.25, 'Python': 0.39, 'HCL': 0.35, 'Shell': 0.02}"
shrikantdhomane/azure-devops-kubernetes-terraform,,0,0,NO LICENSE,Java,"{'Java': 52.1, 'HCL': 45.63, 'Dockerfile': 2.27}"
spa-tech/azure-sql,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
SAJJAN4755/sanjay123,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
varshad357/Terraform-module-020223,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
abhish9-sys/azure,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
darkskull58/terraform-codes,,0,0,NO LICENSE,HCL,"{'HCL': 97.62, 'Shell': 2.03, 'HTML': 0.35}"
chianw/singtelcaf,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
njokdan/terrapipeline,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ICCS-ISAC/Candy,Candy : Pan Canadian Indy Blockchain Initiative,7,6,Apache License 2.0,HCL,"{'HCL': 96.26, 'Jinja': 1.8, 'Dockerfile': 1.67, 'Smarty': 0.27}"
liamfoneill/Infra-As-Code-Demo,Used as a quick demo for infrastructure as code,0,0,MIT License,C#,"{'C#': 47.86, 'Bicep': 24.52, 'HCL': 20.67, 'HTML': 6.94}"
zpirzada/Terraform_Demo,,0,0,NO LICENSE,HCL,"{'HCL': 98.15, 'PowerShell': 1.85}"
Sasi2014/terraform,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
frasermolyneux/poc-kginjqpwprpqr5c,This repository contains a proof of concept for deploying a function app using vnet integration and private endpoints.,0,0,GNU General Public License v3.0,HCL,{'HCL': 100.0}
JeffGiroux/f5xc-mcn,"F5 Distributed Cloud (XC) code samples, architecture use cases, and lab walkthroughs.",1,2,Apache License 2.0,HCL,"{'HCL': 95.41, 'Shell': 4.59}"
viswavik3/tf,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Xeus-Territory/funBashPS,Powershell & Bash Script for Solving Problem ,0,0,NO LICENSE,HCL,"{'HCL': 43.03, 'Shell': 33.28, 'PowerShell': 17.37, 'Dockerfile': 4.67, 'JavaScript': 1.65}"
isidoracupara/Earthquake-detection-deployment-Terraform,,0,0,MIT License,Python,"{'Python': 87.05, 'HCL': 9.32, 'Dockerfile': 2.94, 'Shell': 0.69}"
jakewalsh90/Terraform-Modules-Azure,Contains Terraform Modules I have created - All deployable in small instances with ready to go code. ,4,2,The Unlicense,HCL,{'HCL': 100.0}
boltKrank/tap_terraform,Terraform to deploy Tanzu Application Platform,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ABK9999/Deep-Authenticator,,0,0,MIT License,Python,"{'Python': 87.55, 'HCL': 11.22, 'Shell': 0.79, 'Dockerfile': 0.44}"
jcamel1/policy-az-iac,,0,0,NO LICENSE,HCL,"{'HCL': 88.73, 'PowerShell': 11.27}"
sam3797/azure,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
abhinav999k/adds_super,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Thilankac/food-delivery-app-cloud,,0,1,NO LICENSE,C#,"{'C#': 86.28, 'HCL': 13.72}"
harinderjits-git/samplekcc,,1,0,Apache License 2.0,HCL,"{'HCL': 97.49, 'Makefile': 1.7, 'Shell': 0.81}"
massdriver-cloud/terraform-modules,,0,0,MIT License,HCL,"{'HCL': 92.84, 'Java': 1.71, 'JavaScript': 1.28, 'PHP': 1.22, 'Python': 0.91, 'C#': 0.87, 'Ruby': 0.85, 'Go': 0.33}"
Botvinnik94/terraform-example,This is a sample Terraform script for setting up resources in Azure,0,0,NO LICENSE,HCL,{'HCL': 100.0}
aiubsakib/terraform-github-action,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
equinor/terraform-azurerm-key-vault,Terraform module which creates an Azure Key vault,0,1,NO LICENSE,HCL,"{'HCL': 93.81, 'Go': 6.19}"
GerromeSieger/Terraform-Azure-Project,Terraform scripts that provision Azure resources,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ahshaaban/CI-CD-with-Quality-realease,,1,0,NO LICENSE,JavaScript,"{'JavaScript': 55.98, 'HTML': 36.24, 'CSS': 3.73, 'Less': 2.11, 'HCL': 1.4, 'Shell': 0.29, 'Python': 0.22, 'ASP.NET': 0.02}"
Ravindram333/terraform-windows,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
vasimbala/terraform-cloud,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Wojciech-Rozanski-CDT/rozanskilab,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
equinor/radix-terraform-azurerm-aks,module for aks cluster with terraform,2,0,MIT License,HCL,"{'HCL': 68.9, 'Shell': 28.92, 'Go': 2.18}"
nkilli2022/variablerepo1,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
azurenoops/terraform-azurerm-overlays-windows-virtualmachine,Terraform module for Azure Virtual Machines (Windows) for using with the Azure NoOps Accelerator,0,0,MIT License,HCL,{'HCL': 100.0}
bjornhofer/terraform_management_group,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
billygr/terraform-fortigate-lab,Fortinet Single VM Fortigate Lab,0,0,NO LICENSE,HCL,"{'HCL': 91.74, 'Shell': 8.26}"
recognizegroup/terraform,Public Terraform module repository.,15,2,GNU General Public License v3.0,HCL,"{'HCL': 99.82, 'Shell': 0.18}"
AndresRCB/aks-public-cluster,Simple public AKS cluster with automatic authorized IP address configuration for demos.,1,2,MIT License,HCL,"{'HCL': 82.44, 'Go': 10.72, 'Shell': 3.85, 'Makefile': 3.0}"
Omegapoint/terraform-101,terraform 101,0,0,NO LICENSE,HCL,{'HCL': 100.0}
learnings-notes/tf-storageaccount,,0,0,NO LICENSE,PowerShell,"{'PowerShell': 61.51, 'HCL': 38.49}"
keshwarsingh/core-wallet,,0,0,NO LICENSE,C#,"{'C#': 59.33, 'HCL': 40.67}"
hashicorp/vault-plugin-secrets-azure,Vault Azure Secrets plugin,24,15,Mozilla Public License 2.0,Go,"{'Go': 86.82, 'Shell': 7.45, 'HCL': 4.3, 'Makefile': 1.44}"
alejo-RB/terraform,Arquitectura cloud con azure,0,1,NO LICENSE,HCL,{'HCL': 100.0}
ojobabs/12edit,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
sampath-aruchamy/clone,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
DFE-Digital/get-an-identity,,2,2,NO LICENSE,C#,"{'C#': 76.95, 'HTML': 10.83, 'Ruby': 8.86, 'HCL': 1.49, 'Makefile': 0.48, 'PowerShell': 0.38, 'SCSS': 0.36, 'JavaScript': 0.33, 'Shell': 0.16, 'CSS': 0.1, 'Dockerfile': 0.07}"
libralmy/AKS-CSI-AKVwithWorkloadIdentity,,0,0,MIT License,HCL,"{'HCL': 81.98, 'Shell': 13.05, 'Python': 4.96, 'Dockerfile': 0.01}"
visma-raet/terraform-azurerm-appservice,Terraform Module for deploying an Azure App Service,0,0,MIT License,HCL,"{'HCL': 74.38, 'Shell': 20.3, 'Python': 5.32}"
MacheteBang/MealBot,A function that stores and reports back the family's meals.,0,0,MIT License,C#,"{'C#': 72.24, 'HCL': 27.76}"
colbyford/orthanc-on-azure,Deployment logic for running the Orthanc DICOM viewer 🩻 on Azure ☁.,0,1,GNU General Public License v3.0,HCL,"{'HCL': 89.8, 'Dockerfile': 10.2}"
aiubsakib/test02,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
rrodriguez-tpm/hello-aks,Deploying a secured hello-world application onto AKS.,0,0,NO LICENSE,HCL,{'HCL': 100.0}
wenzel-felix/terraform-azurerm-file-based-role-definitions,This terraform module allows the user to create Azure custom roles based on json files compatible with the default Azure json format for roles. By providing this setup the terraform code itself is highly minimized while also allowing better overview through a fully customizable file structure.,0,0,MIT License,HCL,{'HCL': 100.0}
rhofset/Templates,Templates,0,0,NO LICENSE,HCL,"{'HCL': 99.07, 'Smarty': 0.93}"
Crhis35/lt-test-gql,Challenge,0,0,NO LICENSE,TypeScript,"{'TypeScript': 91.67, 'HCL': 3.31, 'JavaScript': 1.7, 'Dockerfile': 1.61, 'Makefile': 1.55, 'Shell': 0.17}"
rizwankhan0121/terraform-repo,terraform-training,0,0,NO LICENSE,HCL,"{'HCL': 71.51, 'Shell': 24.93, 'HTML': 3.32, 'Dockerfile': 0.24}"
ahossain71/terraform-azure-infra,Contains sample terraform scripts to deploy simple infrastructure resources to MS Azure environment,0,0,MIT License,HCL,"{'HCL': 92.13, 'Groovy': 7.87}"
overfly42/2022-ND,Udacity Nanodegree DevOps starting 2022,0,0,NO LICENSE,HCL,"{'HCL': 82.96, 'Shell': 17.04}"
arjunachari12/azure-linux-vm-terraform,,0,3,NO LICENSE,HCL,{'HCL': 100.0}
PaloAltoNetworks/terraform-azurerm-vmseries-modules,Terraform Reusable Modules for VM-Series on Azure,41,45,MIT License,HCL,"{'HCL': 98.09, 'Shell': 1.91}"
imsauravroy007/DevOps-Test,This folder contains the solution for 3 exercises ,1,0,NO LICENSE,HCL,{'HCL': 100.0}
ivokim/terraform-Impacta,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
bhanuprakash-Csg/terraform-scripts-,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
keithpatton/aks-workloadidentity-sample,AKS Workload Identity Sample,2,0,MIT License,HCL,"{'HCL': 66.45, 'C#': 29.22, 'Dockerfile': 4.33}"
Eklezyarez/TerraformAzure-Lab1,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
kalebdixon13/ITT490CloudMigration,This repository holds the code for the migration project of a small construction company ,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ManpreetKaur1526/pipelinerepo23,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
chamambom/my-azure-mvc-ref-repo,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Azure/avdaccelerator,AVD Accelerator deployment automation to simplify the setup of AVD (Azure Virtual Desktop) based on best practices,132,99,MIT License,Bicep,"{'Bicep': 96.28, 'HCL': 2.27, 'PowerShell': 1.45}"
manikantaswami8234/swami-terrafform-git-azure,terraform code,0,0,NO LICENSE,HCL,{'HCL': 100.0}
ravikanthkadudula/Challenge,,0,0,NO LICENSE,HCL,"{'HCL': 91.52, 'PowerShell': 8.48}"
lapuken/104,Convert all labs to terraform,0,0,NO LICENSE,HCL,{'HCL': 100.0}
boxboat/speedboat-terragrunt,,2,0,NO LICENSE,HCL,{'HCL': 100.0}
AkzholS7/ec2,,0,0,NO LICENSE,HCL,"{'HCL': 96.62, 'Shell': 3.38}"
rubquinta/Modulo_7,Codigos de ejercicios de Modulo 7: archivos tf de terraform y también ansible,0,0,NO LICENSE,HCL,"{'HCL': 87.28, 'Ruby': 10.44, 'Shell': 2.29}"
castrolle/microservicios.co-develop,microservicios.co,0,0,NO LICENSE,Java,"{'Java': 40.44, 'TypeScript': 21.31, 'SCSS': 14.61, 'HTML': 8.15, 'Python': 7.78, 'HCL': 4.8, 'JavaScript': 1.83, 'Dockerfile': 1.04, 'Shell': 0.04}"
geekzter/azure-pipelines-container-agent,Azure Pipeline Agent Container App,2,0,MIT License,HCL,"{'HCL': 67.76, 'PowerShell': 26.82, 'Shell': 2.0, 'Dockerfile': 1.93, 'Smarty': 1.31, 'Ruby': 0.18}"
crookm/blog,Infrastructure definitions for my blog,0,0,NO LICENSE,HCL,"{'HCL': 62.44, 'HTML': 37.56}"
LinusWeigand/terraform-aks-cluster,,0,0,NO LICENSE,HCL,"{'HCL': 85.08, 'Shell': 14.92}"
canada-ca-terraform-modules/terraform-azurerm-flex-mysql,Terraform module to deploy a managed MySQL Flexible Server on Azure,0,1,Other,HCL,{'HCL': 100.0}
tjsullivan1/kitchen-inventory,Track what's in the kitchen,0,1,MIT License,Python,"{'Python': 51.08, 'HCL': 48.92}"
GuruduGanesh/AzureDevops-practise,AzureDevops-practise,0,0,NO LICENSE,C#,"{'C#': 38.81, 'CSS': 34.56, 'HTML': 19.44, 'HCL': 2.61, 'JavaScript': 2.06, 'PowerShell': 1.79, 'Dockerfile': 0.74}"
ivee-tech/az-scripts,,0,0,MIT License,PowerShell,"{'PowerShell': 70.23, 'Bicep': 6.66, 'HCL': 5.69, 'Shell': 4.91, 'Dockerfile': 4.13, 'Makefile': 2.89, 'Python': 1.93, 'C#': 1.72, 'HTML': 1.5, 'CSS': 0.27, 'JavaScript': 0.05, 'PHP': 0.01}"
CesarAugst/Infrastructure_and_cloud_computing,Repositório criado para armazenar as atividades da matéria de Infrastructure and Cloud Computing,0,0,NO LICENSE,HCL,{'HCL': 100.0}
park-misun/poc-k8s-private,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Loupeznik/terraform-configs,,0,0,MIT License,HCL,"{'HCL': 99.33, 'PowerShell': 0.67}"
equinor/terraform-azurerm-acr,Terraform module which creates an Azure Container Registry,0,0,NO LICENSE,HCL,"{'HCL': 77.66, 'Go': 22.34}"
gajjarraja/newkubeaks,,0,0,NO LICENSE,Java,"{'Java': 48.71, 'HCL': 46.33, 'HTML': 2.53, 'Shell': 1.89, 'Dockerfile': 0.54}"
AkzholS7/friday,,0,0,NO LICENSE,HCL,"{'HCL': 96.96, 'Shell': 3.04}"
fakesergei/azure-resources,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Azure/azure-data-labs-modules,🌵 A list of Terraform modules to build your Azure Data IaC templates.,22,3,MIT License,HCL,"{'HCL': 87.16, 'Go': 12.84}"
NaveenGurralu/gitpr2,,0,0,NO LICENSE,HCL,"{'HCL': 88.34, 'HTML': 11.66}"
doakcovington/DoakOps,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
akuity/terraform-akp-example,Some examples of using akuity/akp terraform provider,0,0,NO LICENSE,HCL,"{'HCL': 96.64, 'Jsonnet': 3.36}"
msveeb/terraform,,0,0,NO LICENSE,HCL,"{'HCL': 99.95, 'Dockerfile': 0.05}"
DRepublic-io/Move,,0,0,NO LICENSE,Rust,"{'Rust': 74.38, 'Move': 17.05, 'TypeScript': 3.77, 'Python': 1.72, 'HCL': 1.34, 'Shell': 0.5, 'JavaScript': 0.45, 'CSS': 0.42, 'Mustache': 0.15, 'Dockerfile': 0.08, 'Elixir': 0.07, 'Makefile': 0.02, 'HTML': 0.02, 'Go': 0.01, 'Smarty': 0.01, 'PLpgSQL': 0.01, 'PowerShell': 0.01, 'Boogie': 0.0}"
equinor/terraform-azurerm-log-analytics,Terraform module which creates an Azure Log Analytics workspace,0,0,NO LICENSE,HCL,"{'HCL': 73.15, 'Go': 26.85}"
e2eSolutionArchitect/terraform,"Terraform for AWS, Azure, GCP",10,57,NO LICENSE,HCL,"{'HCL': 94.82, 'Shell': 3.65, 'Dockerfile': 0.72, 'JavaScript': 0.41, 'Smarty': 0.4}"
pagopa/terraform-infrastructure-template,Terraform template repository for infrastructures projects,3,3,NO LICENSE,HCL,"{'HCL': 84.4, 'Shell': 15.6}"
naren46/kubecicd,,0,0,NO LICENSE,HTML,"{'HTML': 37.74, 'C#': 27.82, 'Shell': 12.74, 'HCL': 8.68, 'Mustache': 4.29, 'CSS': 3.28, 'PowerShell': 2.63, 'Dockerfile': 2.14, 'JavaScript': 0.67}"
rafamellonh/TerraForm-Documentation,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
Fanny-gutting/devopsPerso,,0,0,NO LICENSE,PHP,"{'PHP': 80.29, 'TypeScript': 11.01, 'HCL': 3.98, 'JavaScript': 2.16, 'HTML': 1.08, 'SCSS': 0.58, 'Vue': 0.56, 'Shell': 0.34}"
Javier-Moreno-Personal/terraform,terraform testing,0,0,NO LICENSE,HCL,"{'HCL': 93.8, 'PowerShell': 6.2}"
paulveillard/cybersecurity-secrets-management,"An ongoing & curated collection of awesome software best practices and techniques, libraries and frameworks, E-books and videos, websites, blog posts, links to github Repositories, technical guidelines and important resources about  Secrets Management Process in Cybersecurity.",2,0,MIT License,Shell,"{'Shell': 32.48, 'HCL': 30.93, 'Go': 18.71, 'Lua': 6.41, 'C#': 2.33, 'JavaScript': 2.14, 'Java': 1.41, 'Ruby': 1.28, 'CSS': 1.21, 'Makefile': 1.14, 'HTML': 0.99, 'Dockerfile': 0.52, 'Smarty': 0.4, 'TSQL': 0.04}"
petitess/terraform-azure,,0,0,NO LICENSE,HCL,"{'HCL': 99.89, 'PowerShell': 0.11}"
rceraline/terraform-and-bicep,Online course to learn Terraform + Bicep on Azure.,0,0,MIT License,HCL,"{'HCL': 95.64, 'PowerShell': 4.36}"
yiqu1/terraform-exercise3,,0,0,NO LICENSE,,{}
rsutrave1/pipelinerepo,,0,0,NO LICENSE,HCL,{'HCL': 100.0}
